bikeid,mileage,biketrips,tripduration,hours
40179,78.34,74,53467,15
35156,78.33,67,51766,14
28288,78.32,80,55122,15
20011,78.32,82,71338,20
31201,78.31,76,54491,15
32597,78.31,70,58742,16
31510,78.31,78,50138,14
32521,78.3,80,56064,16
32353,78.29,84,57550,16
28116,78.29,68,68708,19
32854,78.28,78,54992,15
14675,78.28,83,59281,16
28683,78.26,74,51556,14
19635,78.24,95,67916,19
32496,78.22,75,55930,16
31595,78.21,81,64178,18
14882,78.2,82,54977,15
24357,78.19,82,63491,18
32434,78.17,83,48221,13
31343,78.17,63,48782,14
28816,78.16,65,54883,15
27720,78.16,70,56647,16
35061,78.15,81,52008,14
39470,78.15,60,53531,15
32662,78.14,71,57518,16
33156,78.13,83,52042,14
18826,78.12,73,52268,15
29919,78.12,76,53710,15
28496,78.11,76,69727,19
27529,78.1,67,53296,15
30772,78.09,75,53460,15
14759,78.09,80,63007,18
29755,78.08,64,60748,17
17180,78.06,71,68983,19
35274,78.06,85,64385,18
30748,78.05,80,58952,16
18264,78.05,82,52813,15
18256,78.05,82,65419,18
14996,78.04,77,53712,15
38557,78.04,85,54940,15
34358,78.04,69,46100,13
39321,78.04,80,52694,15
27818,78.03,71,52109,14
38062,78.02,72,55902,16
20172,78.02,70,69172,19
38623,78.0,79,49953,14
30814,78.0,90,56825,16
31974,77.98,92,51028,14
33591,77.98,76,57784,16
17549,77.96,79,51121,14
29966,77.95,98,59350,16
32020,77.95,76,52932,15
16663,77.95,79,53746,15
32880,77.94,72,54171,15
30546,77.92,78,47172,13
30487,77.9,92,76093,21
20166,77.89,70,57592,16
18852,77.89,69,53325,15
19148,77.87,78,65639,18
17725,77.87,89,53420,15
21440,77.85,75,54156,15
38552,77.82,84,49742,14
29866,77.82,79,55386,15
21538,77.82,68,48816,14
32839,77.81,72,60061,17
16753,77.81,70,54893,15
30083,77.81,96,66684,19
30375,77.8,73,51617,14
29742,77.8,75,49157,14
32824,77.78,74,100729,28
15215,77.78,78,54185,15
32831,77.77,80,51157,14
30145,77.76,70,55680,15
16808,77.76,84,54297,15
32219,77.76,67,51444,14
39324,77.75,80,60136,17
33346,77.74,71,56379,16
30139,77.74,74,55704,15
32945,77.74,87,57553,16
28158,77.74,69,50213,14
30637,77.71,80,65081,18
33260,77.71,84,57614,16
28433,77.71,77,51311,14
26460,77.69,76,63337,18
32485,77.69,84,58621,16
35031,77.69,76,49456,14
30511,77.69,69,55356,15
30713,77.67,79,52293,15
29950,77.67,80,1113609,309
30647,77.64,86,63654,18
14585,77.62,83,64003,18
32787,77.62,86,55222,15
27527,77.62,62,57960,16
32583,77.58,74,94453,26
18956,77.58,72,54662,15
30726,77.56,83,55806,16
29695,77.56,70,66022,18
40591,77.56,75,66265,18
38864,77.55,89,63824,18
27543,77.55,67,54939,15
29743,77.55,79,55431,15
28971,77.54,78,53860,15
30702,77.54,89,58975,16
39840,77.53,57,54461,15
32335,77.52,82,53572,15
32962,77.52,75,50376,14
18537,77.51,68,62214,17
20145,77.5,70,50843,14
28127,77.5,83,61972,17
27879,77.5,73,57694,16
28445,77.5,80,47295,13
30625,77.49,67,54589,15
31410,77.49,81,51219,14
38817,77.48,82,52760,15
38432,77.48,69,49013,14
31547,77.47,76,51754,14
21609,77.46,64,45346,13
32195,77.44,74,116905,32
19995,77.44,76,54038,15
18769,77.43,82,61479,17
27539,77.42,67,52409,15
41924,77.4,82,52789,15
30410,77.39,75,51800,14
40386,77.39,84,69248,19
32684,77.38,66,53259,15
19141,77.37,86,50482,14
32757,77.37,79,64202,18
28536,77.36,82,66585,18
31791,77.35,76,49938,14
30242,77.34,66,53515,15
16943,77.33,82,63301,18
33356,77.32,77,59159,16
27989,77.29,74,54308,15
15677,77.29,83,60960,17
30648,77.28,77,48395,13
40862,77.24,69,58787,16
17417,77.2,75,62275,17
17530,77.18,71,56111,16
29847,77.18,85,53151,15
29953,77.14,74,67297,19
27504,77.14,75,49910,14
17078,77.13,74,53254,15
31576,77.12,88,54123,15
31262,77.11,84,50577,14
33317,77.1,81,53212,15
42091,77.1,75,58111,16
25640,77.1,69,52769,15
21022,77.1,71,54862,15
29795,77.09,86,59299,16
18042,77.09,71,56556,16
29568,77.09,87,59441,17
35366,77.07,70,45249,13
18572,77.06,72,466464,130
19159,77.05,77,56543,16
20078,77.05,74,52347,15
29925,77.05,78,68918,19
15153,77.04,80,51547,14
15691,77.04,77,56906,16
33169,77.03,72,49193,14
19984,77.03,75,63839,18
32650,77.03,82,54202,15
39626,77.02,92,62274,17
30568,77.01,75,56381,16
19196,77.01,75,49825,14
32099,77.0,66,45719,13
21199,76.98,84,46909,13
31104,76.98,69,52279,15
30990,76.97,65,46685,13
34981,76.95,73,50213,14
32810,76.94,75,57219,16
32638,76.93,72,56003,16
29324,76.93,73,53642,15
17107,76.91,73,57428,16
30478,76.89,76,53838,15
31486,76.89,73,59856,17
18679,76.88,80,56687,16
28884,76.87,76,44775,12
28976,76.87,69,43825,12
32818,76.86,73,57450,16
31248,76.84,87,50175,14
32627,76.83,75,47887,13
33368,76.83,88,50086,14
33449,76.82,68,51429,14
18059,76.82,76,48004,13
18120,76.79,75,58362,16
30898,76.78,64,137389,38
29927,76.78,73,51991,14
24826,76.78,63,54112,15
31443,76.78,71,65778,18
33055,76.77,70,105293,29
29418,76.75,79,52123,14
41237,76.75,79,48614,14
17565,76.68,78,62540,17
30790,76.67,70,65332,18
27375,76.66,64,46031,13
28418,76.65,60,47740,13
39908,76.64,80,57544,16
20648,76.64,78,58845,16
20827,76.62,66,49416,14
31187,76.62,70,61633,17
30932,76.6,77,50841,14
18680,76.6,72,58381,16
31222,76.6,64,54067,15
34131,76.6,76,53698,15
34036,76.59,92,51723,14
26962,76.59,72,47717,13
31572,76.59,78,51138,14
34350,76.58,82,54302,15
32042,76.58,69,49499,14
31385,76.58,73,52731,15
32526,76.57,77,51926,14
31487,76.56,76,52272,15
30485,76.56,81,52855,15
31440,76.54,76,53062,15
17088,76.51,76,58695,16
17066,76.5,77,50658,14
31535,76.49,88,53331,15
33432,76.48,82,51764,14
31177,76.47,77,56576,16
41892,76.47,84,59256,16
33864,76.47,65,53188,15
30669,76.45,86,58043,16
28384,76.44,81,51062,14
20833,76.43,66,54399,15
40106,76.43,71,56282,16
30888,76.43,79,53343,15
27874,76.41,74,45474,13
27379,76.38,74,56917,16
33141,76.38,79,50165,14
30103,76.37,86,61631,17
17467,76.37,75,71904,20
19473,76.35,82,62583,17
33665,76.34,80,52366,15
30532,76.31,72,51228,14
16290,76.31,72,51985,14
17984,76.3,75,50481,14
33373,76.3,80,53689,15
35050,76.29,89,52862,15
32269,76.28,78,52659,15
30453,76.27,81,55701,15
21249,76.24,65,55208,15
16573,76.23,90,62428,17
32273,76.22,71,53597,15
32566,76.21,78,64246,18
35175,76.2,68,51183,14
34991,76.2,70,49170,14
14730,76.19,81,56475,16
32226,76.19,80,47890,13
27374,76.19,82,57454,16
32988,76.19,77,54136,15
21239,76.18,76,50329,14
27872,76.18,78,51471,14
29753,76.17,86,51219,14
27796,76.16,65,48761,14
39478,76.13,73,61942,17
41067,76.12,73,51904,14
32775,76.1,62,51516,14
32690,76.09,63,45911,13
39803,76.07,85,49180,14
33545,76.06,77,66513,18
33139,76.05,83,52340,15
33005,76.03,68,50908,14
33467,76.02,74,52284,15
21287,76.02,91,59188,16
32835,76.02,80,52522,15
27528,76.01,72,50256,14
30917,76.0,85,63782,18
25946,75.99,50,47957,13
30731,75.99,71,50925,14
28699,75.98,67,51808,14
30687,75.98,81,53535,15
20860,75.98,78,85215,24
27993,75.97,67,56133,16
31238,75.96,78,50071,14
31076,75.93,77,53790,15
28942,75.93,54,42856,12
39733,75.92,69,53024,15
16546,75.92,81,50872,14
32914,75.91,70,49487,14
30336,75.9,65,44965,12
28271,75.89,83,50705,14
31141,75.89,94,52871,15
27769,75.84,76,46407,13
31491,75.83,68,48320,13
34996,75.83,88,63332,18
27757,75.82,75,47468,13
20858,75.8,63,46515,13
32918,75.79,73,48467,13
21223,75.79,79,52437,15
40358,75.79,79,58572,16
27996,75.79,72,55309,15
27945,75.79,71,43857,12
31134,75.78,63,44004,12
29881,75.75,80,52613,15
17827,75.74,81,57471,16
16833,75.73,66,51164,14
32287,75.73,71,54584,15
31995,75.73,84,55008,15
29979,75.72,82,50198,14
29870,75.7,84,49442,14
39128,75.68,78,49933,14
33145,75.67,84,84968,24
29179,75.66,65,44176,12
33829,75.64,64,70033,19
33132,75.63,87,86200,24
16507,75.63,77,49747,14
19860,75.63,82,59909,17
31354,75.61,73,51207,14
27467,75.61,78,49386,14
15921,75.61,87,52412,15
31586,75.61,69,77424,22
32859,75.61,86,52768,15
30474,75.56,69,46486,13
31072,75.56,77,58118,16
20770,75.54,83,55430,15
29954,75.54,86,194443,54
18131,75.54,75,50344,14
21699,75.53,80,48949,14
18663,75.53,75,54036,15
18515,75.52,69,52134,14
28258,75.48,65,62847,17
38357,75.48,65,51921,14
35070,75.48,67,51364,14
34280,75.47,89,53234,15
35134,75.47,81,59031,16
33408,75.46,79,47470,13
30122,75.46,81,52579,15
32641,75.44,78,91181,25
19637,75.43,78,52874,15
30777,75.43,72,49646,14
41948,75.42,76,48490,13
41108,75.42,57,51543,14
28295,75.41,67,45335,13
39500,75.41,69,49086,14
29799,75.4,68,50438,14
40124,75.39,63,57882,16
27827,75.38,83,47216,13
30610,75.37,82,54330,15
28226,75.37,80,50367,14
28713,75.37,75,54098,15
30149,75.36,78,54008,15
28650,75.36,72,50173,14
18891,75.35,80,49446,14
38977,75.33,89,68203,19
28353,75.33,76,54775,15
29889,75.33,81,67075,19
33832,75.32,89,53548,15
16305,75.32,69,52972,15
16881,75.32,83,63725,18
39433,75.31,77,47466,13
28432,75.31,74,47107,13
28408,75.31,74,56456,16
34139,75.3,81,47705,13
18857,75.29,76,49688,14
28601,75.28,81,54738,15
19484,75.27,76,61323,17
28453,75.26,71,51261,14
29335,75.26,87,53698,15
30845,75.23,70,56763,16
32553,75.21,80,193106,54
30132,75.21,73,53208,15
14640,75.19,70,54561,15
32884,75.18,85,50229,14
38822,75.17,64,79562,22
18678,75.17,78,48143,13
39639,75.16,63,51161,14
19815,75.15,81,54370,15
31441,75.14,77,50018,14
33556,75.13,70,55625,15
16613,75.13,78,83565,23
30922,75.13,73,50599,14
14934,75.12,79,51769,14
15330,75.12,69,54279,15
20601,75.12,63,56597,16
27633,75.11,81,50222,14
15095,75.11,86,61232,17
28199,75.08,75,50775,14
16747,75.08,62,45405,13
30600,75.08,89,132013,37
30243,75.06,72,54535,15
34087,75.06,77,72488,20
29006,75.06,78,53488,15
40409,75.05,74,54963,15
15363,75.05,69,81188,23
32044,75.05,80,52383,15
17479,75.03,67,50024,14
32790,75.03,73,64403,18
27708,75.02,69,45420,13
19720,75.02,72,53377,15
24952,75.02,63,56598,16
30840,75.01,77,49535,14
32968,75.0,70,56813,16
30685,74.99,69,48714,14
41002,74.99,76,58250,16
32744,74.99,85,53756,15
17295,74.99,66,57124,16
30977,74.97,68,69753,19
33114,74.97,73,47613,13
32942,74.96,84,54521,15
32868,74.96,69,52570,15
30656,74.96,70,47803,13
20306,74.96,75,57525,16
29075,74.94,80,60228,17
32122,74.94,67,46869,13
32825,74.93,79,72872,20
35261,74.92,61,55437,15
31476,74.91,77,52000,14
31398,74.91,85,56069,16
30367,74.9,85,52774,15
27505,74.87,79,54296,15
30563,74.87,73,50718,14
15387,74.86,71,52038,14
29565,74.85,82,55650,15
30262,74.84,76,51579,14
15802,74.84,68,51066,14
30061,74.83,83,56425,16
32404,74.82,76,53970,15
29172,74.81,70,47557,13
41241,74.78,76,51156,14
29332,74.78,64,45181,13
31820,74.78,79,51005,14
33810,74.78,73,52676,15
35377,74.78,76,87033,24
29398,74.75,63,45078,13
15963,74.75,60,52784,15
18704,74.74,78,54475,15
30057,74.73,70,44790,12
28661,74.72,66,98117,27
30225,74.72,66,47833,13
27982,74.71,54,41333,11
30080,74.7,71,632191,176
30182,74.7,80,58060,16
31247,74.7,69,61478,17
30200,74.68,86,47968,13
28425,74.68,72,46632,13
38885,74.67,79,47411,13
28465,74.67,65,50508,14
33087,74.67,78,47623,13
30842,74.67,79,48358,13
17110,74.64,83,52817,15
32596,74.63,57,52598,15
32721,74.63,76,52157,14
18358,74.6,83,51167,14
31632,74.59,72,49820,14
16543,74.58,84,55475,15
17103,74.57,77,54408,15
30235,74.57,64,51107,14
16219,74.57,66,45700,13
19328,74.57,60,53578,15
19254,74.56,67,52104,14
33433,74.56,76,60460,17
32298,74.56,73,54019,15
18771,74.55,69,50354,14
29731,74.55,79,51083,14
29375,74.54,61,231803,64
20933,74.54,61,49106,14
32515,74.54,80,48860,14
27366,74.53,74,52775,15
30466,74.52,84,55986,16
17825,74.52,62,49589,14
32981,74.52,74,48554,13
30894,74.51,77,54702,15
28727,74.5,69,45038,13
31631,74.49,71,56050,16
38260,74.48,76,55610,15
29699,74.46,61,52873,15
29026,74.45,62,44421,12
28213,74.45,74,55588,15
30720,74.45,83,59079,16
29718,74.43,75,51258,14
15902,74.42,76,64392,18
15189,74.42,76,51161,14
31205,74.41,73,53086,15
18823,74.41,78,51320,14
18439,74.41,62,50022,14
20518,74.38,68,60765,17
30247,74.37,81,206901,57
38672,74.36,79,53332,15
20934,74.35,84,54671,15
28939,74.32,71,55680,15
32701,74.3,69,56092,16
15374,74.29,67,52383,15
18521,74.29,72,47432,13
30467,74.29,92,59244,16
32327,74.26,72,92866,26
32663,74.23,81,50671,14
27423,74.22,80,48745,14
39671,74.22,75,44876,12
20602,74.19,64,50515,14
27491,74.19,67,47504,13
32139,74.18,81,56011,16
32666,74.18,67,56996,16
31477,74.17,78,48826,14
32308,74.16,86,58062,16
32176,74.15,71,55163,15
32657,74.13,73,57311,16
19424,74.11,73,61732,17
15836,74.1,74,50773,14
17214,74.1,85,50342,14
17345,74.09,84,49753,14
28028,74.08,68,45117,13
16529,74.08,74,53862,15
20323,74.05,69,51951,14
19038,74.03,69,50154,14
31384,74.03,70,48939,14
19193,74.02,71,69961,19
30699,73.99,62,47368,13
38760,73.98,80,65889,18
31353,73.98,66,48933,14
28547,73.97,65,45790,13
35064,73.96,72,96289,27
33140,73.96,79,59419,17
31228,73.96,71,59675,17
28023,73.95,70,54251,15
30741,73.94,66,50692,14
32827,73.94,77,56257,16
21217,73.93,76,58296,16
33427,73.92,73,55680,15
20582,73.91,78,49290,14
16105,73.91,73,54065,15
28240,73.9,73,50657,14
38343,73.86,64,49664,14
16658,73.84,78,52449,15
32186,73.83,72,63590,18
33151,73.82,74,60935,17
40367,73.82,75,60914,17
28322,73.8,78,48878,14
30979,73.79,70,44820,12
32442,73.79,74,63644,18
38993,73.78,70,63375,18
30329,73.75,82,59746,17
41709,73.75,79,49877,14
16742,73.74,72,100456,28
18914,73.72,80,51262,14
29848,73.7,78,52506,15
32737,73.7,70,47633,13
32424,73.66,62,47991,13
14774,73.65,83,54173,15
35032,73.64,87,58252,16
31052,73.63,77,52024,14
33209,73.63,73,47310,13
30096,73.62,74,70322,20
28283,73.61,73,53409,15
15148,73.61,69,46279,13
38502,73.61,70,51227,14
40402,73.59,68,42712,12
21008,73.59,82,50359,14
30988,73.57,75,59043,16
38334,73.57,69,50352,14
34059,73.57,76,49587,14
30236,73.56,82,53195,15
38998,73.55,59,46183,13
18636,73.54,65,51950,14
39448,73.53,84,56273,16
27479,73.53,70,52552,15
33379,73.53,68,51217,14
30769,73.51,77,54617,15
30456,73.5,78,49031,14
38941,73.5,82,45689,13
19986,73.49,74,49564,14
30740,73.47,69,43674,12
39258,73.47,63,46635,13
30924,73.47,73,48990,14
18145,73.46,77,45339,13
29417,73.46,63,42964,12
28041,73.45,68,47697,13
31662,73.45,72,51689,14
38079,73.43,78,47007,13
38564,73.43,78,52158,14
20292,73.41,77,49768,14
20359,73.4,68,64216,18
30730,73.4,83,53427,15
20724,73.39,81,55238,15
21252,73.39,70,52835,15
30548,73.38,83,46623,13
30042,73.37,76,51375,14
30325,73.37,61,50523,14
33338,73.36,62,46877,13
30567,73.36,73,47045,13
17476,73.36,70,77884,22
29761,73.33,66,55874,16
31615,73.33,78,50677,14
17919,73.32,64,45718,13
16498,73.32,66,186304,52
27656,73.31,67,45106,13
30481,73.31,79,56039,16
30603,73.29,77,49398,14
28000,73.28,83,55183,15
38372,73.28,75,50942,14
30214,73.28,81,58979,16
32591,73.27,81,53707,15
27396,73.26,81,51071,14
38648,73.26,71,50356,14
31176,73.26,76,51300,14
39650,73.25,66,46625,13
19041,73.25,76,46930,13
33790,73.25,82,46468,13
41969,73.25,82,56509,16
32279,73.24,77,52037,14
33056,73.24,75,50526,14
27497,73.24,57,50295,14
27411,73.21,65,44831,12
31996,73.2,74,61221,17
32592,73.2,70,60102,17
41032,73.2,66,66597,18
31230,73.19,80,52910,15
31161,73.19,81,46701,13
15708,73.16,75,55768,15
39129,73.16,75,47977,13
21757,73.15,62,47666,13
32561,73.14,78,46713,13
32418,73.13,86,50439,14
17013,73.11,77,50814,14
32241,73.1,58,53977,15
35332,73.09,70,49847,14
14995,73.08,78,52792,15
39953,73.07,62,51577,14
28475,73.06,70,54927,15
28056,73.06,63,46939,13
27971,73.05,67,55171,15
31377,73.05,69,50062,14
28925,73.04,68,42018,12
28293,73.03,71,52258,15
25811,73.01,85,49187,14
28951,73.01,77,45964,13
30231,73.01,68,46090,13
15808,73.0,87,52367,15
15637,73.0,80,48107,13
31168,72.96,75,50881,14
27746,72.96,60,43094,12
38247,72.96,78,47226,13
20902,72.95,73,51208,14
27588,72.94,74,43531,12
19531,72.93,69,46159,13
32708,72.93,73,49123,14
31253,72.92,66,51808,14
17689,72.92,71,48574,13
16564,72.92,78,58477,16
27916,72.9,68,48512,13
27684,72.89,74,50498,14
20063,72.88,81,63296,18
30514,72.87,65,63354,18
28335,72.83,74,48224,13
15101,72.83,75,50926,14
16974,72.83,75,49720,14
28563,72.81,70,42500,12
14578,72.8,76,57806,16
29015,72.8,78,67125,19
32568,72.8,64,54549,15
30460,72.8,69,60244,17
28842,72.79,94,50545,14
29896,72.79,69,48497,13
27405,72.79,69,47394,13
41939,72.78,60,50668,14
39283,72.71,90,70140,19
16872,72.71,69,63298,18
15853,72.7,71,44733,12
27940,72.69,64,45283,13
27806,72.68,73,56771,16
33911,72.68,68,48493,13
29094,72.68,72,44617,12
33049,72.67,67,49487,14
32480,72.64,61,48165,13
32682,72.63,70,49691,14
21517,72.62,70,57441,16
32501,72.56,73,47714,13
30447,72.56,76,48698,14
17803,72.54,92,56805,16
42037,72.54,75,70190,19
15472,72.54,68,49529,14
32356,72.52,79,48483,13
16312,72.51,75,50710,14
32314,72.49,78,60752,17
19821,72.48,76,55813,16
31392,72.46,58,46908,13
15359,72.46,62,47895,13
34052,72.45,74,52710,15
41341,72.44,81,47412,13
17408,72.44,72,48315,13
31597,72.41,80,47663,13
30209,72.41,80,61190,17
33204,72.4,74,55367,15
15191,72.4,64,48456,13
33600,72.4,70,46649,13
28205,72.39,83,50938,14
29054,72.39,63,42241,12
29984,72.38,79,47455,13
34231,72.38,80,49398,14
32128,72.38,78,68522,19
20585,72.36,78,53277,15
31310,72.36,57,100486,28
31605,72.35,67,57401,16
30503,72.35,75,51252,14
20695,72.33,63,53660,15
40662,72.32,70,55481,15
30463,72.31,78,58120,16
28919,72.31,78,44866,12
19291,72.31,76,47368,13
21561,72.3,78,55289,15
33026,72.29,74,53942,15
30875,72.27,72,47035,13
30118,72.26,80,53529,15
31409,72.26,62,51691,14
30030,72.26,66,45904,13
28220,72.25,66,45547,13
31963,72.24,78,46926,13
34264,72.24,67,58280,16
18682,72.23,74,49448,14
31145,72.23,71,46339,13
28051,72.22,74,259574,72
32828,72.22,75,47126,13
15947,72.21,72,55371,15
29874,72.2,70,156441,43
30594,72.2,77,55398,15
31031,72.2,83,48046,13
28796,72.19,57,48135,13
28272,72.19,65,56371,16
33689,72.17,73,63231,18
19435,72.17,65,50489,14
28290,72.16,69,52331,15
29088,72.16,52,42991,12
21649,72.15,74,52566,15
39813,72.15,64,47638,13
20635,72.12,66,46682,13
17802,72.12,75,53627,15
32621,72.11,81,49814,14
17920,72.1,86,52626,15
15577,72.1,80,53108,15
30776,72.09,84,51689,14
31986,72.08,82,49347,14
33085,72.08,72,52138,14
29186,72.08,66,50973,14
27983,72.08,81,63799,18
15108,72.05,77,90773,25
20267,72.05,59,47078,13
17715,72.04,78,50710,14
32556,72.04,70,54050,15
27623,72.04,74,44255,12
27912,72.0,75,54360,15
28948,72.0,52,44447,12
27969,71.96,67,53477,15
15554,71.95,73,45462,13
31333,71.95,85,46466,13
32694,71.94,76,48145,13
27665,71.94,69,47693,13
30595,71.94,68,47089,13
33952,71.94,78,60821,17
29986,71.93,64,49804,14
32159,71.93,79,53449,15
16776,71.9,74,62061,17
18200,71.88,76,65245,18
40048,71.87,68,50715,14
32483,71.87,63,60519,17
18929,71.86,64,50943,14
16837,71.84,78,51379,14
33232,71.84,86,56804,16
17257,71.82,67,49490,14
30077,71.82,66,47011,13
16786,71.81,71,50341,14
27448,71.8,53,40661,11
32060,71.79,76,46031,13
16136,71.79,73,61167,17
30509,71.79,65,51093,14
41087,71.77,72,47532,13
28498,71.74,60,44521,12
32189,71.72,82,266342,74
16164,71.72,71,47786,13
32613,71.72,67,49910,14
41100,71.71,77,47867,13
28566,71.67,76,46553,13
32925,71.66,67,49849,14
30649,71.66,70,45099,13
18118,71.66,67,55971,16
30223,71.66,87,58581,16
17718,71.65,78,56161,16
29956,71.64,66,45929,13
28055,71.62,71,47911,13
31147,71.6,71,49815,14
29196,71.6,69,45279,13
16463,71.6,79,55792,15
28107,71.59,79,53494,15
30569,71.59,73,52445,15
39133,71.58,68,53274,15
29719,71.56,72,46441,13
26933,71.56,78,52370,15
30617,71.56,84,56917,16
14587,71.56,76,55029,15
39034,71.55,76,53455,15
31290,71.54,63,54163,15
39934,71.54,67,48724,14
40534,71.54,83,52085,14
18531,71.53,65,47697,13
16586,71.53,65,47134,13
30011,71.51,57,52086,14
29693,71.51,80,42413,12
33122,71.5,65,56861,16
20108,71.5,68,53762,15
39343,71.48,68,50795,14
19163,71.46,85,97391,27
18031,71.45,70,52051,14
27460,71.45,61,46129,13
17162,71.44,78,50270,14
28535,71.43,80,54923,15
15701,71.43,76,56085,16
15660,71.42,69,46976,13
14977,71.41,76,69963,19
30962,71.41,60,44910,12
28578,71.41,70,55547,15
29894,71.39,70,48478,13
16583,71.38,78,46371,13
19500,71.37,63,44580,12
19360,71.37,68,47934,13
38276,71.36,86,73929,21
15593,71.36,86,107557,30
32523,71.34,68,49828,14
33454,71.34,79,50934,14
33297,71.33,71,42480,12
19741,71.32,74,99193,28
17236,71.31,76,48339,13
20375,71.31,67,45208,13
31381,71.31,90,53316,15
33236,71.3,62,51612,14
15949,71.29,75,45756,13
15012,71.27,66,47405,13
32130,71.27,72,46976,13
30384,71.26,73,54452,15
29078,71.25,59,37709,10
38466,71.25,95,60770,17
19017,71.23,74,51800,14
17242,71.23,66,49429,14
28815,71.21,71,44315,12
20131,71.2,75,65765,18
28493,71.2,68,46742,13
28857,71.19,83,46045,13
14633,71.19,66,47823,13
38627,71.19,70,54814,15
27865,71.17,68,48058,13
19259,71.17,64,64141,18
27851,71.16,61,56638,16
16045,71.16,66,53551,15
32126,71.16,72,52239,15
29811,71.15,74,43934,12
33171,71.15,72,45897,13
20769,71.15,80,44451,12
21084,71.15,58,52202,15
20701,71.14,76,44761,12
15641,71.11,85,62232,17
26495,71.11,63,50155,14
29372,71.1,69,51133,14
34151,71.1,79,42329,12
30255,71.1,81,54789,15
28250,71.1,70,57462,16
40104,71.09,63,55652,15
39320,71.09,76,64401,18
17675,71.09,76,56985,16
28614,71.08,66,58805,16
32600,71.07,85,48127,13
32524,71.06,76,60314,17
33369,71.04,81,48095,13
26075,71.03,57,58724,16
16984,71.03,60,53686,15
18453,71.02,61,48824,14
32164,71.01,75,51724,14
32993,71.01,80,47220,13
32215,71.0,71,45326,13
38088,70.98,64,55778,15
17780,70.98,77,47910,13
35291,70.98,88,49740,14
29102,70.98,70,45695,13
34469,70.97,55,42716,12
20214,70.97,76,57940,16
30650,70.97,71,45961,13
32802,70.97,72,52669,15
29717,70.93,74,49354,14
32471,70.93,78,94590,26
32473,70.93,68,45703,13
28520,70.91,64,45789,13
30524,70.91,81,54894,15
32343,70.91,64,45637,13
20006,70.91,67,205850,57
30666,70.91,65,43821,12
32437,70.9,65,48951,14
21159,70.9,73,57582,16
21769,70.9,75,55679,15
30799,70.89,68,50195,14
40321,70.88,74,52967,15
16748,70.88,78,48520,13
32344,70.87,86,49775,14
18773,70.87,92,61226,17
28012,70.87,74,129952,36
17426,70.84,68,47442,13
27585,70.84,66,46631,13
20935,70.83,69,45794,13
21299,70.83,82,62701,17
32528,70.82,71,50956,14
32103,70.81,76,53539,15
14708,70.81,68,47074,13
15926,70.8,75,51361,14
30046,70.8,74,51765,14
28202,70.78,56,131960,37
15569,70.74,60,51744,14
32634,70.71,84,58580,16
17781,70.71,67,46135,13
31045,70.7,80,44611,12
27997,70.68,65,93909,26
35202,70.67,51,44893,12
27583,70.67,53,44334,12
38679,70.66,90,42982,12
32293,70.66,65,50758,14
28860,70.65,74,55316,15
32167,70.65,76,85125,24
32228,70.64,72,48603,14
19169,70.63,63,47656,13
32165,70.61,64,66949,19
31898,70.6,79,47837,13
17199,70.59,77,52118,14
33748,70.58,74,44733,12
27936,70.58,73,48205,13
33914,70.57,75,45792,13
28654,70.56,70,55179,15
32763,70.55,83,49830,14
18969,70.53,79,48112,13
20077,70.52,71,85516,24
40371,70.52,71,44776,12
33592,70.52,74,52839,15
27461,70.51,65,48798,14
19375,70.49,81,45980,13
32158,70.49,71,50095,14
30653,70.49,72,45000,12
29033,70.49,67,49187,14
28128,70.48,78,52265,15
29715,70.46,63,49533,14
14839,70.45,68,50408,14
19993,70.44,61,47514,13
20121,70.43,73,48184,13
38183,70.43,62,82627,23
15320,70.43,72,53948,15
17690,70.43,68,46353,13
27391,70.43,64,147745,41
38385,70.42,77,45273,13
18325,70.42,67,52498,15
15367,70.41,70,46655,13
31656,70.41,66,54608,15
20851,70.39,74,48518,13
17866,70.39,68,42462,12
41998,70.39,96,57322,16
32274,70.38,67,47108,13
27451,70.38,44,37945,11
32161,70.37,70,48716,14
38129,70.37,66,48661,14
32201,70.36,77,57796,16
19618,70.34,71,46727,13
16217,70.34,72,54794,15
34976,70.33,65,53144,15
41692,70.33,80,59082,16
21194,70.33,77,49044,14
33265,70.32,79,56763,16
14909,70.32,85,57534,16
32455,70.3,63,45573,13
32469,70.29,74,53665,15
16356,70.29,69,55638,15
28019,70.28,69,41912,12
31489,70.28,70,74019,21
31287,70.28,71,70419,20
32761,70.27,70,56171,16
21491,70.26,63,51676,14
28868,70.26,60,43788,12
33078,70.26,60,41851,12
28310,70.26,77,61191,17
16143,70.25,74,46343,13
33253,70.25,60,43049,12
32851,70.24,71,42393,12
30146,70.23,81,45698,13
30497,70.23,67,47401,13
15476,70.22,75,53911,15
26713,70.22,70,45519,13
30111,70.2,70,48324,13
30872,70.2,52,43525,12
30759,70.18,67,48722,14
17458,70.18,74,51668,14
32090,70.18,66,43622,12
30303,70.17,64,45171,13
27478,70.16,60,44348,12
39214,70.14,67,44561,12
31888,70.13,69,46933,13
31133,70.13,69,47753,13
34094,70.13,63,44648,12
34207,70.11,73,48310,13
29813,70.11,84,57747,16
19020,70.09,75,45492,13
20846,70.09,75,48310,13
31672,70.09,62,45111,13
21058,70.08,71,46781,13
21083,70.06,65,51173,14
24848,70.05,73,43401,12
39289,70.04,76,52079,14
20682,70.04,74,46935,13
28424,70.03,70,47452,13
